Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
Sample18,0.0410319670980932,0.0127800446622691,0.0559048096401377,0.0527099876410081,0,0.0580814750530686,0.0952260597448853,0.06594128310175,0,0,0.055059340259916,0,0.0324254148368781,0.0472681366027486,0.0422390796221366,0.0982417859509584,0.0406671385750587,0.0126501246477271,0.00205607958613036,0.0368109239308387,0,0,0,0.358365914057136,0.932685204808764,0.749093650953604
Sample1,0.105668347111544,0,0.0461364221255383,0.0879244062636407,0,0.0684267385991012,0.0609491854808665,0.0370749910086326,0,0.0245246702143108,0.0398532829931993,0,0.00439068614920133,0.0254135386052591,0.0101500025968872,0.151569605624195,0.049790391589858,0.0142579451840631,0.0316988620945393,0,0,0,0,0.422111925108788,0.905833903194825,0.757829075640837
Sample20,0,0.0934698280604964,0.0147266297687033,0.160259688443727,0,0.0705441581872527,0.121301310131452,0.0143875037719295,0,0,0,0.0171759812105863,0.0851418461788136,0.0372652324853378,0.0440012217571447,0.41641298044661,0.0665647118063015,0.00240867825468053,0,0.102242197364924,0.0432288399795935,0.0153565354715226,0,0.690071684486063,0.782669353333393,1.30448734331908
Sample21,0.00346161849519724,0.0351634894115927,0.0316337144081715,0.0465874222735008,0,0.00689319789286752,0.0668042194493584,0.04948353887465,0,0,0.022469886378912,0,0.0132723306763034,0.147561211855272,0.00658019473291367,0.136618771159174,0.117467242056712,0.00735005129947117,0.0209366897344318,0,0.0119037716606007,0,0,0.363327896053583,0.933390230270796,0.724187350359129
Sample22,0.0372140303199094,0.00310381299696851,0.00486829573838241,0.016480273590843,0.0017101971346035,0.0581028219859611,0.0134229175889194,0.0159433081524883,0,0,0.0392885355242085,0,0.0153037044706301,0.0347949399984867,0.00189768850576154,0.204030182736307,0.138763117964358,0.00654549932021152,0.0577753054341887,0,0.0169187640201629,0,0,0.234460953526385,0.986881054462609,0.666163395482391
Sample23,0.052744117546858,0,0.0757798891470061,0.0193267361832792,0.007528777973015,0.0950483081718038,0.0204308487535139,0.00608372571332502,0,0,0.0309238428819551,0,0,0.300388587085751,0,0.141678343447502,0,0.0104868219823436,0.0216036206475494,0.00681418928380616,0,0,0,0.674913671636512,0.751919639280506,0.788837808817708
Sample24,0,0.0644323106415515,0.184737806942958,0.105478014552768,0.00021340728398969,0.0518200945455122,0.0128454601540432,0.115567210583661,0.00349302723194542,0,0,0.0672663799025966,0.0867704315422003,0.23749903405942,0.0121888656609716,0.236450382037654,0,0,0,0.203986007487431,0,0,0.05,0.161915924235283,1.02323012316072,1.3827484326267
Sample25,0.0245723290206659,0.0237425963122823,0.0110241854752865,0.0422987609997331,0,0.123502220454665,0.0971266226581847,0.0160151664217216,0,0,0.0586453280496121,0,0.0333948708378906,0.123832325394677,0.0147663945790422,0.251161876518427,0.131830710607205,0,0.218029423291517,0,0,0,0,0.524221224887716,0.862572254890692,1.16994281062091
Sample27,0.164875671674368,0.229197479632332,0.0765043240787271,0.183992180993037,0,0.278777632004228,0.115076641543996,0.0980267310426143,0,0,0,0.0115579903695804,0.0136181461581518,0.0597188902080034,0.0719426948221119,0.138968188944258,0.0725666226113631,0.00640060373662885,0.0242105922895486,0,0.0407261649450846,0,0,0.54990725565869,0.839888149532911,1.58616055505403
Sample30,0.0496093448195286,0,0.0518631050771336,0.386543695712218,0,0,0.13043188156191,0.0653251273572841,0.0180778356447575,0.0246768888666114,0,0.0293796486146526,0.0194131636224961,0,0.0322192455886482,0.268868823358781,0.0761889261188119,0,0.0449299819238079,0,0.0216283868001365,0,0,0.591290125345757,0.824727966983967,1.21915605506678
Sample31,0.132214151100434,0,0.0788856031405226,0.0301313016053493,0,0.0448246818468575,0.080943838010512,0.0346526212082703,0.00317848332146002,0.0120331872285511,0.0205320669544895,0,0.00323403574762934,0.04526860186217,0.032004937617252,0.293480807221687,0.0658673529969061,0,0.0436790502759028,0,0.0594730454327793,0,0,0.414559733322015,0.909335644942477,0.980403765570773
Sample32,0,0.0335927268480067,0.0434691703702879,0.0192345126455758,0.00844616619726752,0.0784983679868499,0.046981833075689,0.00784611235641973,0,0,0.040938512926201,0,0.0279651287476927,0.0807137573935376,0.000263661121002447,0.127861438540762,0.138351395476219,0.00431895797775952,0,0.0801426824230692,0.0609708867326541,0,0,0.347562808171021,0.938010717805616,0.799595310818993
Sample33,0.197070172665208,0.282309874345256,0.117322486081703,0.14639001338701,0,0.368674441830583,0.0912745098883418,0.00223277869949397,0,0,0.0656484258310644,0,0.166926064836052,0.247277017048148,0.025388557029933,0.565020391961302,0.125861904494186,0.00780059639063471,0.259547538178033,0,0,0,0,0.475129083046474,0.882238105310219,2.66874477266695
